name,description,platforms,technique_id,technique_name
PowerShell ISE with Cscript Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE with Cscript Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
SSH Commands Exfil Using Tar,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1041,Exfiltration Over C2 Channel
SSH Commands Exfil Using Tar,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1059,Command and Scripting Interpreter
SSH Commands Exfil Using Tar,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
SSH Commands Exfil Using Tail,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1041,Exfiltration Over C2 Channel
SSH Commands Exfil Using Tail,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1059,Command and Scripting Interpreter
SSH Commands Exfil Using Tail,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
Microsoft Publisher Spawned Process Creating DLL Files,Detects the creation of DLL files by Microsoft Publisher or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Microsoft Publisher Spawned Process Creating DLL Files,Detects the creation of DLL files by Microsoft Publisher or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
NET CLR Artifact Svchost,Detects potential artifacts of CSharp injection that can be utilized by attackers with tools such as sharpshooter.,windows,T1055,Process Injection
NET CLR Artifact Svchost,Detects potential artifacts of CSharp injection that can be utilized by attackers with tools such as sharpshooter.,windows,T1055.001,Process Injection: Dynamic-link Library Injection
NET CLR Artifact Svchost,Detects potential artifacts of CSharp injection that can be utilized by attackers with tools such as sharpshooter.,windows,T1129,Shared Modules
PWSH with Wscript Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
PWSH with Wscript Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PWSH with Wscript Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
System.Management.Automation with PowerPoint Ancestry,Detects when an unusual or suspicious ancestral process loads the System.Management.Automation dll which contains the PowerShell class. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
System.Management.Automation with PowerPoint Ancestry,Detects when an unusual or suspicious ancestral process loads the System.Management.Automation dll which contains the PowerShell class. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
System.Management.Automation with PowerPoint Ancestry,Detects when an unusual or suspicious ancestral process loads the System.Management.Automation dll which contains the PowerShell class. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
DE_LinuxCoreDumpModification,"Detection of the coredump sysctl config, which can be used for maliciously dumping system memory",linux,T1003.008,Credential Dumping Mitigation: /etc/passwd and /etc/shadow
Shlayer Curl Activity Sh,This Signal detects the command line flag -f0L and writing files to tmp that are unique to the Shlayer malware.,mac,T1105,Ingress Tool Transfer
Shlayer Curl Activity Sh,This Signal detects the command line flag -f0L and writing files to tmp that are unique to the Shlayer malware.,mac,T1059,Command and Scripting Interpreter
Shlayer Curl Activity Sh,This Signal detects the command line flag -f0L and writing files to tmp that are unique to the Shlayer malware.,mac,T1059.004,Command and Scripting Interpreter: Unix Shell
XWizard Proxy Execution,Detects the use of XWizard.exe for a potential proxy execution. This can be used as an AppLocker bypass or to execute arbitrary binaries.,windows,T1059,Command and Scripting Interpreter
XWizard Proxy Execution,Detects the use of XWizard.exe for a potential proxy execution. This can be used as an AppLocker bypass or to execute arbitrary binaries.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
XWizard Proxy Execution,Detects the use of XWizard.exe for a potential proxy execution. This can be used as an AppLocker bypass or to execute arbitrary binaries.,windows,T1218,System Binary Proxy Execution
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1033,System Owner/User Discovery
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1087,Account Discovery
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1087.001,Account Discovery Mitigation: Local Account
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1087.002,Account Discovery Mitigation: Domain Account
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1087.003,Account Discovery Mitigation: Email Account
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1069.001,Permission Groups Discovery Mitigation: Local Groups
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1069.002,Permission Groups Discovery Mitigation: Domain Groups
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1069,Permission Groups Discovery
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1059,Command and Scripting Interpreter
Windows Session Enumeration pipesamr,Detects artifacts related to windows session enumeration used by tools such as Bloodhound to collect information on user sessions.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
IIS Worker Suspicious PowerShell Creation,This signal detects when an IIS worker process has children loading the PowerShell DLL and can be indicative of attacker activity.,windows,T1055,Process Injection
IIS Worker Suspicious PowerShell Creation,This signal detects when an IIS worker process has children loading the PowerShell DLL and can be indicative of attacker activity.,windows,T1059,Command and Scripting Interpreter
IIS Worker Suspicious PowerShell Creation,This signal detects when an IIS worker process has children loading the PowerShell DLL and can be indicative of attacker activity.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
Socat Commands Reverse Shell,Detects common commands used to create a shell with socat.,"linux,mac",T1059,Command and Scripting Interpreter
Socat Commands Reverse Shell,Detects common commands used to create a shell with socat.,"linux,mac",T1059.004,Command and Scripting Interpreter: Unix Shell
Socat Commands Reverse Shell,Detects common commands used to create a shell with socat.,"linux,mac",T1008,Fallback Channels
PWSH with Mshta Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
PWSH with Mshta Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218.005,System Binary Proxy Execution: Mshta
PWSH with Mshta Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PWSH with Mshta Ancestry,Detects execution of the PWSH script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
Image File Debugger Tampering Narrator,Detects changes to the debugger configuration settings for narrator.exe which can be used for persistent execution of the configured debugger.,windows,T1546,Event Triggered Execution
Image File Debugger Tampering Narrator,Detects changes to the debugger configuration settings for narrator.exe which can be used for persistent execution of the configured debugger.,windows,T1546.008,Event Triggered Execution: Accessibility Features
Image File Debugger Tampering Narrator,Detects changes to the debugger configuration settings for narrator.exe which can be used for persistent execution of the configured debugger.,windows,T1112,Modify Registry
Microsoft Access Spawned Rundll32,Detects the execution of rundll32.exe as a descendent process of Microsoft Access which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
Microsoft Access Spawned Rundll32,Detects the execution of rundll32.exe as a descendent process of Microsoft Access which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
DE_Non_Standard_Path_for_tools,,windows,,
Esentutl Accessing Webcache,Detects Esentutl executing with webcache in its command line. This activity has been seen used to copy webcache by cobalt strike and other malware.,windows,T1059,Command and Scripting Interpreter
Esentutl Accessing Webcache,Detects Esentutl executing with webcache in its command line. This activity has been seen used to copy webcache by cobalt strike and other malware.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Esentutl Accessing Webcache,Detects Esentutl executing with webcache in its command line. This activity has been seen used to copy webcache by cobalt strike and other malware.,windows,T1218,System Binary Proxy Execution
Esentutl Accessing Webcache,Detects Esentutl executing with webcache in its command line. This activity has been seen used to copy webcache by cobalt strike and other malware.,windows,T1003,OS Credential Dumping
Esentutl Accessing Webcache,Detects Esentutl executing with webcache in its command line. This activity has been seen used to copy webcache by cobalt strike and other malware.,windows,T1005,Data from Local System
Socat Encrypted Reverse Shell,Detects common commands used to create an encrypted shell with Socat.,"linux,mac",T1059,Command and Scripting Interpreter
Socat Encrypted Reverse Shell,Detects common commands used to create an encrypted shell with Socat.,"linux,mac",T1059.004,Command and Scripting Interpreter: Unix Shell
Socat Encrypted Reverse Shell,Detects common commands used to create an encrypted shell with Socat.,"linux,mac",T1008,Fallback Channels
SSH Commands Exfil Using Head,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1041,Exfiltration Over C2 Channel
SSH Commands Exfil Using Head,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1059,Command and Scripting Interpreter
SSH Commands Exfil Using Head,Detects common commands used to exfiltrate data over an SSH tunnel.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
PowerShell ISE with OneNote Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
PowerShell ISE with OneNote Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE with OneNote Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
Excel Web Query Execution,Detects the use of excel web query files for execution commonly used as an AppLocker bypass.,windows,T1204,User Execution
Excel Web Query Execution,Detects the use of excel web query files for execution commonly used as an AppLocker bypass.,windows,T1204.002,User Execution Mitigation: Malicious File
ProcDump Execution,Detects the execution of the tool ProcDump used for capturing the contents of a processes memory into a file. This is commonly used by attackers to image lsass memory that contains credentials as well as other processes memory that contains sensitive data of value.,windows,T1003,OS Credential Dumping
ProcDump Execution,Detects the execution of the tool ProcDump used for capturing the contents of a processes memory into a file. This is commonly used by attackers to image lsass memory that contains credentials as well as other processes memory that contains sensitive data of value.,windows,T1003.001,Credential Dumping Mitigation: LSASS Memory
DA_Suspicious_Use_DevTCP,"title: Suspicious Use of /dev/tcp
id: 6cc5fceb-9a71-4c23-aeeb-963abe0b279c
status: experimental
description: Detects suspicious command with /dev/tcp
references:
    - https://www.andreafortuna.org/2021/03/06/some-useful-tips-about-dev-tcp/
    - https://book.hacktricks.xyz/shells/shells/linux
    - https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1046/T1046.md#atomic-test-1---port-scan
author: frack113
date: 2021/12/10
modified: 2023/01/06
tags:
    - attack.reconnaissance
logsource:
    product: linux
detection:
    keywords:
        - 'cat </dev/tcp/'
        - 'exec 3<>/dev/tcp/'
        - 'echo >/dev/tcp/'
        - 'bash -i >& /dev/tcp/'
        - 'sh -i >& /dev/udp/'
        - '0<&196;exec 196<>/dev/tcp/'
        - 'exec 5<>/dev/tcp/'
        - '(sh)0>/dev/tcp/'
        - 'bash -c ''bash -i >& /dev/tcp/'
        - 'echo -e ''#!/bin/bash\nbash -i >& /dev/tcp/'
    condition: keywords
falsepositives:
    - Unknown
level: medium",linux,,
PowerShell Audio Capture,Detects the use of powershell to capture audio on a Windows system.,windows,T1123,Audio Capture
PowerShell Audio Capture,Detects the use of powershell to capture audio on a Windows system.,windows,T1059,Command and Scripting Interpreter
PowerShell Audio Capture,Detects the use of powershell to capture audio on a Windows system.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
RunDLL INF Script Execution,Detects the use of RunDLL to bypass AppLocker using an INF script.,windows,T1218,System Binary Proxy Execution
RunDLL INF Script Execution,Detects the use of RunDLL to bypass AppLocker using an INF script.,windows,T1218.011,System Binary Proxy Execution: Rundll32
RunDLL INF Script Execution,Detects the use of RunDLL to bypass AppLocker using an INF script.,windows,T1059,Command and Scripting Interpreter
RunDLL INF Script Execution,Detects the use of RunDLL to bypass AppLocker using an INF script.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Windows Accessibility Binary Replacement Magnify,Detects the replacement of Magnify to bypass logon accessibility features and maintain persistence.,windows,T1546,Event Triggered Execution
Windows Accessibility Binary Replacement Magnify,Detects the replacement of Magnify to bypass logon accessibility features and maintain persistence.,windows,T1546.008,Event Triggered Execution: Accessibility Features
Windows Accessibility Binary Replacement Magnify,Detects the replacement of Magnify to bypass logon accessibility features and maintain persistence.,windows,T1112,Modify Registry
Windows Accessibility Binary Replacement Magnify,Detects the replacement of Magnify to bypass logon accessibility features and maintain persistence.,windows,T1036,Masquerading
Windows Accessibility Binary Replacement Magnify,Detects the replacement of Magnify to bypass logon accessibility features and maintain persistence.,windows,T1036.005,Masquerading Mitigation: Match Legitimate Resource Name or Location
Chmod Set SUID Bit 4,"Detects when chmod is used to set the SUID bit which can be used to execute a process in the context of a files owner, not the user who is executing the file. Attackers can use this technique to maintain root access on an endpoint.",linux,T1548,Abuse Elevation Control Mechanism
Chmod Set SUID Bit 4,"Detects when chmod is used to set the SUID bit which can be used to execute a process in the context of a files owner, not the user who is executing the file. Attackers can use this technique to maintain root access on an endpoint.",linux,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid
Chmod Set SUID Bit 4,"Detects when chmod is used to set the SUID bit which can be used to execute a process in the context of a files owner, not the user who is executing the file. Attackers can use this technique to maintain root access on an endpoint.",linux,T1059,Command and Scripting Interpreter
Chmod Set SUID Bit 4,"Detects when chmod is used to set the SUID bit which can be used to execute a process in the context of a files owner, not the user who is executing the file. Attackers can use this technique to maintain root access on an endpoint.",linux,T1059.004,Command and Scripting Interpreter: Unix Shell
Minifilter Driver Enumeration,Adversaries can use fltmc.exe to enumerate loaded drivers and see their assigned altitude numbers for determining which security tools are running.,windows,T1518,Software Discovery
Minifilter Driver Enumeration,Adversaries can use fltmc.exe to enumerate loaded drivers and see their assigned altitude numbers for determining which security tools are running.,windows,T1518.001,Software Discovery: Security Software Discovery
Minifilter Driver Enumeration,Adversaries can use fltmc.exe to enumerate loaded drivers and see their assigned altitude numbers for determining which security tools are running.,windows,T1059,Command and Scripting Interpreter
Minifilter Driver Enumeration,Adversaries can use fltmc.exe to enumerate loaded drivers and see their assigned altitude numbers for determining which security tools are running.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Ilasm EXE Compilation,Detects the use of the .NET tool ilasm.exe to compile a binary. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1027,Obfuscated Files or Information
Ilasm EXE Compilation,Detects the use of the .NET tool ilasm.exe to compile a binary. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1027.004,Obfuscated Files or Information: Compile After Delivery
Ilasm EXE Compilation,Detects the use of the .NET tool ilasm.exe to compile a binary. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1127,Trusted Developer Utilities Proxy Execution
Ilasm EXE Compilation,Detects the use of the .NET tool ilasm.exe to compile a binary. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1059,Command and Scripting Interpreter
Ilasm EXE Compilation,Detects the use of the .NET tool ilasm.exe to compile a binary. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1003,OS Credential Dumping
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1059,Command and Scripting Interpreter
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1212,Exploitation for Credential Access
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1550,Use Alternate Authentication Material
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1550.002,Use Alternate Authentication Material: Pass the Hash
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1550.003,Use Alternate Authentication Material: Pass the Ticket
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1552,Unsecured Credentials
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1552.004,Unsecured Credentials: Private Keys
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1558,Steal or Forge Kerberos Tickets
Kekeo Command Arguments,Detects command line arguments commonly supplied to the Kekeo credential theft utility.,windows,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting
Registry Disable All .NET ETW Logging,Detects potential disabling of all .NET ETW logging with the modification of the ETWEnabled setting.,windows,T1562,Impair Defenses
Registry Disable All .NET ETW Logging,Detects potential disabling of all .NET ETW logging with the modification of the ETWEnabled setting.,windows,T1562.001,Impair Defenses: Disable or Modify Tools
Registry Disable All .NET ETW Logging,Detects potential disabling of all .NET ETW logging with the modification of the ETWEnabled setting.,windows,T1562.006,Impair Defenses: Indicator Blocking
Registry Disable All .NET ETW Logging,Detects potential disabling of all .NET ETW logging with the modification of the ETWEnabled setting.,windows,T1112,Modify Registry
Systemctl Linux Firewall Disabled,Detects use of the Linux utility systemctl to disable the systems firewall.,linux,T1562,Impair Defenses
Systemctl Linux Firewall Disabled,Detects use of the Linux utility systemctl to disable the systems firewall.,linux,T1562.004,Impair Defenses: Disable or Modify System Firewall
Systemctl Linux Firewall Disabled,Detects use of the Linux utility systemctl to disable the systems firewall.,linux,T1059,Command and Scripting Interpreter
Systemctl Linux Firewall Disabled,Detects use of the Linux utility systemctl to disable the systems firewall.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
Node Capabilities Privilege Escalation,Detects node commands to escalate privileges by making arbitrary manipulations of process UIDs.,linux,T1548,Abuse Elevation Control Mechanism
Node Capabilities Privilege Escalation,Detects node commands to escalate privileges by making arbitrary manipulations of process UIDs.,linux,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid
Node Capabilities Privilege Escalation,Detects node commands to escalate privileges by making arbitrary manipulations of process UIDs.,linux,T1059,Command and Scripting Interpreter
Node Capabilities Privilege Escalation,Detects node commands to escalate privileges by making arbitrary manipulations of process UIDs.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
Uncommon INF Script Execution,"Detects the uncommon use of INF script execution, which can be used to bypass AppLocker.",windows,T1218,System Binary Proxy Execution
Uncommon INF Script Execution,"Detects the uncommon use of INF script execution, which can be used to bypass AppLocker.",windows,T1218.003,System Binary Proxy Execution: CMSTP
Uncommon INF Script Execution,"Detects the uncommon use of INF script execution, which can be used to bypass AppLocker.",windows,T1059,Command and Scripting Interpreter
Uncommon INF Script Execution,"Detects the uncommon use of INF script execution, which can be used to bypass AppLocker.",windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Uncommon SCT Script Execution,"Detects the uncommon use of SCT script execution, which can be used to bypass AppLocker.",windows,T1059,Command and Scripting Interpreter
Uncommon SCT Script Execution,"Detects the uncommon use of SCT script execution, which can be used to bypass AppLocker.",windows,T1059.001,Command and Scripting Interpreter: PowerShell
Uncommon SCT Script Execution,"Detects the uncommon use of SCT script execution, which can be used to bypass AppLocker.",windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Project Spawned Process Creating BAT Files,Detects the creation of BAT files by Project or a descendent process which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
Project Spawned Process Creating BAT Files,Detects the creation of BAT files by Project or a descendent process which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Project Spawned Process Creating BAT Files,Detects the creation of BAT files by Project or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Project Spawned Process Creating BAT Files,Detects the creation of BAT files by Project or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
Perl Privilege Escalation,Detects common commands used to escalate privileges with perl.,linux,T1548,Abuse Elevation Control Mechanism
Perl Privilege Escalation,Detects common commands used to escalate privileges with perl.,linux,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid
Perl Privilege Escalation,Detects common commands used to escalate privileges with perl.,linux,T1059,Command and Scripting Interpreter
Perl Privilege Escalation,Detects common commands used to escalate privileges with perl.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
PowerShell Command Line wscript.shell,Detects execution of the PowerShell script interpreter using a wscript.shell object which provides a set of utilities commonly utilized by malicious actors.,windows,T1059,Command and Scripting Interpreter
PowerShell Command Line wscript.shell,Detects execution of the PowerShell script interpreter using a wscript.shell object which provides a set of utilities commonly utilized by malicious actors.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PowerShell Command Line wscript.shell,Detects execution of the PowerShell script interpreter using a wscript.shell object which provides a set of utilities commonly utilized by malicious actors.,windows,T1559,Inter-Process Communication
PowerShell Command Line wscript.shell,Detects execution of the PowerShell script interpreter using a wscript.shell object which provides a set of utilities commonly utilized by malicious actors.,windows,T1559.001,Inter-Process Communication: Component Object Model
DE_rsocx_proxy_usage,A high performance Socks5 proxy server with bind/reverse support.,windows,T1090,Proxy
DE_Shell_WritingAccessibility,Detection on shell/script executables writing to known accessibility files found in Windows.,windows,,
Windows Accessibility Binary Replacement Osk,Detects the replacement of Osk to bypass logon accessibility features and maintain persistence.,windows,T1546,Event Triggered Execution
Windows Accessibility Binary Replacement Osk,Detects the replacement of Osk to bypass logon accessibility features and maintain persistence.,windows,T1546.008,Event Triggered Execution: Accessibility Features
Windows Accessibility Binary Replacement Osk,Detects the replacement of Osk to bypass logon accessibility features and maintain persistence.,windows,T1112,Modify Registry
Windows Accessibility Binary Replacement Osk,Detects the replacement of Osk to bypass logon accessibility features and maintain persistence.,windows,T1036,Masquerading
Windows Accessibility Binary Replacement Osk,Detects the replacement of Osk to bypass logon accessibility features and maintain persistence.,windows,T1036.005,Masquerading Mitigation: Match Legitimate Resource Name or Location
MSBuild loading Mimikatz,Detects potential artifacts related to dynamically downloading and building the Mimikatz credential theft utility with msbuild. Legitimate developer system might compile projects with msbuild that use the same DLLs.,windows,T1003,OS Credential Dumping
MSBuild loading Mimikatz,Detects potential artifacts related to dynamically downloading and building the Mimikatz credential theft utility with msbuild. Legitimate developer system might compile projects with msbuild that use the same DLLs.,windows,T1003.001,Credential Dumping Mitigation: LSASS Memory
MSBuild loading Mimikatz,Detects potential artifacts related to dynamically downloading and building the Mimikatz credential theft utility with msbuild. Legitimate developer system might compile projects with msbuild that use the same DLLs.,windows,T1003.002,Credential Dumping Mitigation: Security Account Manager
MSBuild loading Mimikatz,Detects potential artifacts related to dynamically downloading and building the Mimikatz credential theft utility with msbuild. Legitimate developer system might compile projects with msbuild that use the same DLLs.,windows,T1003.004,Credential Dumping Mitigation: LSA Secrets
MSBuild loading Mimikatz,Detects potential artifacts related to dynamically downloading and building the Mimikatz credential theft utility with msbuild. Legitimate developer system might compile projects with msbuild that use the same DLLs.,windows,T1003.005,Credential Dumping Mitigation: Cached Domain Credentials
Windows Defender File Download,Detects use of the Windows Defender to download a file.,windows,T1105,Ingress Tool Transfer
Windows Defender File Download,Detects use of the Windows Defender to download a file.,windows,T1059,Command and Scripting Interpreter
Windows Defender File Download,Detects use of the Windows Defender to download a file.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Chkconfig Disable Ip6tables,Detects use of the Linux utility chkconfig to disable the systems firewall through iptables.,linux,T1562,Impair Defenses
Chkconfig Disable Ip6tables,Detects use of the Linux utility chkconfig to disable the systems firewall through iptables.,linux,T1562.004,Impair Defenses: Disable or Modify System Firewall
Chkconfig Disable Ip6tables,Detects use of the Linux utility chkconfig to disable the systems firewall through iptables.,linux,T1059,Command and Scripting Interpreter
Chkconfig Disable Ip6tables,Detects use of the Linux utility chkconfig to disable the systems firewall through iptables.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
Word Spawned Process Creating EXE Files,Detects the creation of EXE files by Word or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Word Spawned Process Creating EXE Files,Detects the creation of EXE files by Word or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
WordPad Spawned Process Creating PS1 Files,Detects the creation of PS1 files by WordPad or a descendent process which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
WordPad Spawned Process Creating PS1 Files,Detects the creation of PS1 files by WordPad or a descendent process which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
WordPad Spawned Process Creating PS1 Files,Detects the creation of PS1 files by WordPad or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
WordPad Spawned Process Creating PS1 Files,Detects the creation of PS1 files by WordPad or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
PowerPoint Spawned Regsvr32,Detects the execution of regsvr32.exe as a descendent process of PowerPoint which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
PowerPoint Spawned Regsvr32,Detects the execution of regsvr32.exe as a descendent process of PowerPoint which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Setupcl Creation Defender Bypass,Detects the creation of an executable named setupcl.exe which is ignored by Defender.,windows,T1036,Masquerading
Setupcl Creation Defender Bypass,Detects the creation of an executable named setupcl.exe which is ignored by Defender.,windows,T1036.005,Masquerading Mitigation: Match Legitimate Resource Name or Location
Setupcl Creation Defender Bypass,Detects the creation of an executable named setupcl.exe which is ignored by Defender.,windows,T1027,Obfuscated Files or Information
Setupcl Creation Defender Bypass,Detects the creation of an executable named setupcl.exe which is ignored by Defender.,windows,T1027.004,Obfuscated Files or Information: Compile After Delivery
Setupcl Creation Defender Bypass,Detects the creation of an executable named setupcl.exe which is ignored by Defender.,windows,T1553,Subvert Trust Controls
Windows Telemetry Control Monitoring,The Telemetry Control monitoring subsystem in Windows is designed to be extensible via the registry.  By registering a new subkey of HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\TelemetryController it executes any command line put in the command value.,windows,T1112,Modify Registry
DA_GPO_Mod_Attempt,,windows,,
Microsoft Access Spawned Process Creating EXE Files,Detects the creation of EXE files by Microsoft Access or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Microsoft Access Spawned Process Creating EXE Files,Detects the creation of EXE files by Microsoft Access or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
